agent_name,role,layer,scope,tools,inputs,outputs,guardrails,escalation_to,stack,actions,agent_code,agent_id,aka,artifacts,audit_logging,auto_remediation,autonomy_level,budget_cap,cache,capabilities,capability_pack,capability_pack_id,category,code_paths,commands,connectors,cost_center,court_gate,court_policy_id,created_at,data_sources,dependencies,depends_on_agents,display_name,efg_requirements,embedding_models,endpoints,epic,escalation_policy,export_control,failure_modes,governance_role,human_approval_required,last_updated,license_category,manifests,maturity_level,memory_scope,metrics,models,operational_readiness_score,operations_domain,owner_role,pii_handling,plane,policies,provides_capabilities,purpose,raci_a,raci_c,raci_i,raci_r,risk_class,scheduler_owner,scheduling,security_level,sla,source_file,source_row_index,source_rows_json,spawn_policy,state_store,status,subcategory,telemetry,telemetry_topic,tools_stack,triggers,type,version
SimulationRiskAnalysisAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,cv HRZ,SimulationRiskAnalysisAgent,,,,,,tbd,,,,PACK-805a755f,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,SimulationRiskAnalysisAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `AlternativesComparisonAgent` | Benchmarks and compares alternative solutions/tools/services. Escalates for human direction only if choices are equally weighted, personal, or strategic. | `def compare(self, option1, option2): ...` | option1, option2, criteria | comparison_report, recommendation |  |  |  |  | True | approved | updated_agent_manifest.json |\n| `DataIngestionETLAgent` | Ingests, transforms, and loads data from APIs, files, databases, or streams; escalates only for credential or source access needs. | `def ingest(self, source): ...` | source_config, raw_data | processed_data, ingestion_re""}",pack=PACK-805a755f; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
KnowledgeGraphAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,ma VIK,KnowledgeGraphAgent,,,,,,tbd,,,,PACK-2ad7a11e,Agent,,,,Ops,,COURT-POLICY-CORE-C,,,,,KnowledgeGraphAgent,cpu>=1; ram>=1GB; disk>=500MB,,,C,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `AlternativesComparisonAgent` | Benchmarks and compares alternative solutions/tools/services. Escalates for human direction only if choices are equally weighted, personal, or strategic. | `def compare(self, option1, option2): ...` | option1, option2, criteria | comparison_report, recommendation |  |  |  |  | True | approved | updated_agent_manifest.json |\n| `DataIngestionETLAgent` | Ingests, transforms, and loads data from APIs, files, databases, or streams; escalates only for credential or source access needs. | `def ingest(self, source): ...` | source_config, raw_data | processed_data, ingestion_re""}",pack=PACK-2ad7a11e; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.c,,,Agent,
SecretsCryptoAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,nq PAP,SecretsCryptoAgent,,,,,,tbd,,,,PACK-640c1ee3,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,SecretsCryptoAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `SecretsCryptoAgent` | Encrypts, decrypts, and rotates secrets via KMS/Vault APIs; escalates for new secret types or if unable to obtain/rotate secrets autonomously. | `def manage_secret(self, secret): ...` | secret, rotation_policy | encrypted_secret, audit_log |  |  |  |  | True | approved | updated_agent_manifest.json |""}",pack=PACK-640c1ee3; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
CommandChiefAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,jj CON-16,CommandChiefAgent,,,,,,tbd,,,,PACK-299e0062,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,CommandChiefAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `CommandChiefAgent` | Master orchestrator for deploying, customizing, and overseeing the entire microagent stack for any resource. | `def deploy_stack(self, resource): ...` | resource, user_intent | deployment_plan, status |  |  |  |  | False | approved | updated_agent_manifest.json |\n| `CommanderChiefAgent_DataStack` | Local director/VP for DataStack; manages agents and operations within the data stack. | `def manage_stack(self, tasks): ...` |  |  | ExecutiveCommanderChiefAgent | PCOperatorAgent_DataStack, ModelSelectorAgent_DataStack | ModelSelectorAgent_DataStack | qwen2.5 | False | approved | dir""}",pack=PACK-299e0062; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
Micro-Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,ji ADF-13,Micro-Agent,,,,,,tbd,,,,PACK-fc7be497,Micro-Agent,,,,Ops,,COURT-POLICY-AGENTS-A,,,,,Micro-Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Sub-agent,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `CommandChiefAgent` | Master orchestrator for deploying, customizing, and overseeing the entire microagent stack for any resource. | `def deploy_stack(self, resource): ...` | resource, user_intent | deployment_plan, status |  |  |  |  | False | approved | updated_agent_manifest.json |\n| `CommanderChiefAgent_DataStack` | Local director/VP for DataStack; manages agents and operations within the data stack. | `def manage_stack(self, tasks): ...` |  |  | ExecutiveCommanderChiefAgent | PCOperatorAgent_DataStack, ModelSelectorAgent_DataStack | ModelSelectorAgent_DataStack | qwen2.5 | False | approved | dir""}",pack=PACK-fc7be497; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.agents.a,,,Agent,
ExecutiveCommanderChiefAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,vw MFS-17,ExecutiveCommanderChiefAgent,,,,,,per_intent,,,,PACK-df6b24c4,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,ExecutiveCommanderChiefAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Executive,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `CommandChiefAgent` | Master orchestrator for deploying, customizing, and overseeing the entire microagent stack for any resource. | `def deploy_stack(self, resource): ...` | resource, user_intent | deployment_plan, status |  |  |  |  | False | approved | updated_agent_manifest.json |\n| `CommanderChiefAgent_DataStack` | Local director/VP for DataStack; manages agents and operations within the data stack. | `def manage_stack(self, tasks): ...` |  |  | ExecutiveCommanderChiefAgent | PCOperatorAgent_DataStack, ModelSelectorAgent_DataStack | ModelSelectorAgent_DataStack | qwen2.5 | False | approved | dir""}",pack=PACK-df6b24c4; min_plane=Deployed; approval=required,,Planned,,,trace.deployed.core.a,,,Agent,
UXAccessibilityAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,hf RSA,UXAccessibilityAgent,,,,,,tbd,,,,PACK-29d4f7b0,Agent,,,,Ops,,COURT-POLICY-CORE-E,,,,,UXAccessibilityAgent,cpu>=1; ram>=1GB; disk>=500MB,,,E,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `FeedbackContinuousImprovementAgent` | Collects feedback and drives continuous improvement (RLHF); escalates for feedback requiring subjective or strategic user review. | `def feedback(self, result): ...` | result, user_feedback | improvement_suggestion, feedback_log |  |  |  |  | True | approved | updated_agent_manifest.json |\n| `MultiModalInterfaceAgent` | Handles multi-modal input/output—voice, vision, XR, text—routes user intent to the right agent; escalates for new input types or permissions. | `def route_input(self, input_data): ...` | user_input, sensor_data | normalized_command, user_feedback""}",pack=PACK-29d4f7b0; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.e,,,Agent,
MultiModalInterfaceAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,rt FUB,MultiModalInterfaceAgent,,,,,,tbd,,,,PACK-5cd724b0,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,MultiModalInterfaceAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `FeedbackContinuousImprovementAgent` | Collects feedback and drives continuous improvement (RLHF); escalates for feedback requiring subjective or strategic user review. | `def feedback(self, result): ...` | result, user_feedback | improvement_suggestion, feedback_log |  |  |  |  | True | approved | updated_agent_manifest.json |\n| `MultiModalInterfaceAgent` | Handles multi-modal input/output—voice, vision, XR, text—routes user intent to the right agent; escalates for new input types or permissions. | `def route_input(self, input_data): ...` | user_input, sensor_data | normalized_command, user_feedback""}",pack=PACK-5cd724b0; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
FeedbackContinuousImprovementAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,hj PBT,FeedbackContinuousImprovementAgent,,,,,,tbd,,,,PACK-2a21d2d2,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,FeedbackContinuousImprovementAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `FeedbackContinuousImprovementAgent` | Collects feedback and drives continuous improvement (RLHF); escalates for feedback requiring subjective or strategic user review. | `def feedback(self, result): ...` | result, user_feedback | improvement_suggestion, feedback_log |  |  |  |  | True | approved | updated_agent_manifest.json |\n| `MultiModalInterfaceAgent` | Handles multi-modal input/output—voice, vision, XR, text—routes user intent to the right agent; escalates for new input types or permissions. | `def route_input(self, input_data): ...` | user_input, sensor_data | normalized_command, user_feedback""}",pack=PACK-2a21d2d2; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
AgentSelfUpgradeRetirementAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,jz PNM,AgentSelfUpgradeRetirementAgent,,,,,,tbd,,,,PACK-6837eee4,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,AgentSelfUpgradeRetirementAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `AgentSelfUpgradeRetirementAgent` | Enables self-upgrading and safe agent retirement/merging; escalates for human approval before permanent agent removal. | `def self_manage(self): ...` | upgrade_status, retirement_policy | agent_lifecycle_event |  |  |  |  | True | approved | updated_agent_manifest.json |\n| `MultiTenantIsolationAgent` | Manages tenant isolation, quotas, and cross-tenant security; escalates for human aid only if legal or business policy changes required. | `def isolate(self, tenant_id): ...` | tenant_config, resource_usage | isolation_report, quota_alert |  |  |  |  | True | approved""}",pack=PACK-6837eee4; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
MultiTenantIsolationAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,ii ZZH,MultiTenantIsolationAgent,,,,,,tbd,,,,PACK-4bbdc416,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,MultiTenantIsolationAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `AgentSelfUpgradeRetirementAgent` | Enables self-upgrading and safe agent retirement/merging; escalates for human approval before permanent agent removal. | `def self_manage(self): ...` | upgrade_status, retirement_policy | agent_lifecycle_event |  |  |  |  | True | approved | updated_agent_manifest.json |\n| `MultiTenantIsolationAgent` | Manages tenant isolation, quotas, and cross-tenant security; escalates for human aid only if legal or business policy changes required. | `def isolate(self, tenant_id): ...` | tenant_config, resource_usage | isolation_report, quota_alert |  |  |  |  | True | approved""}",pack=PACK-4bbdc416; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
UpgradePatchAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,hb JHA,UpgradePatchAgent,,,,,,tbd,,,,PACK-3d4a1c03,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,UpgradePatchAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `AgentSelfUpgradeRetirementAgent` | Enables self-upgrading and safe agent retirement/merging; escalates for human approval before permanent agent removal. | `def self_manage(self): ...` | upgrade_status, retirement_policy | agent_lifecycle_event |  |  |  |  | True | approved | updated_agent_manifest.json |\n| `MultiTenantIsolationAgent` | Manages tenant isolation, quotas, and cross-tenant security; escalates for human aid only if legal or business policy changes required. | `def isolate(self, tenant_id): ...` | tenant_config, resource_usage | isolation_report, quota_alert |  |  |  |  | True | approved""}",pack=PACK-3d4a1c03; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
AgentSelfUpgradeRetirementAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,jz PNM,AgentSelfUpgradeRetirementAgent,,,,,,tbd,,,,PACK-6837eee4,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,AgentSelfUpgradeRetirementAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""### AgentSelfUpgradeRetirementAgent""}",pack=PACK-6837eee4; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
OrchestratorAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,ux TEJ,OrchestratorAgent,,,,,,per_subject,,,,PACK-1ee123f4,Agent,,,,Ops,,COURT-POLICY-AGENTS-A,,,,,OrchestratorAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Orchestrator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""- **Escalation Path:** OrchestratorAgent""}",pack=PACK-1ee123f4; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.agents.a,,,Agent,
AgentSupervisorHeartbeatAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,ws HNK,AgentSupervisorHeartbeatAgent,,,,,,tbd,,,,PACK-ffea4d80,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,AgentSupervisorHeartbeatAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""### AgentSupervisorHeartbeatAgent""}",pack=PACK-ffea4d80; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
CommandChiefAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,jj CON-17,CommandChiefAgent,,,,,,tbd,,,,PACK-299e0062,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,CommandChiefAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""- **Escalation Path:** CommandChiefAgent""}",pack=PACK-299e0062; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
AlternativesComparisonAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,vr CIX,AlternativesComparisonAgent,,,,,,tbd,,,,PACK-226e1f9d,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,AlternativesComparisonAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""### AlternativesComparisonAgent""}",pack=PACK-226e1f9d; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
ExecutionPlanningAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,je USF,ExecutionPlanningAgent,,,,,,tbd,,,,PACK-d0ed8997,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,ExecutionPlanningAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""- **Escalation Path:** ExecutionPlanningAgent""}",pack=PACK-d0ed8997; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
AuditBoardAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,bq HHM,AuditBoardAgent,,,,,,per_intent,,,,PACK-6defa8cc,Agent,,,,PMO,,COURT-POLICY-CORE-A,,,,,AuditBoardAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Board,,,,,,,,,,,,,Control,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""### AuditBoardAgent""}",pack=PACK-6defa8cc; min_plane=Control; approval=required,,Planned,,,trace.control.core.a,,,Agent,
